Hotel Name,Second Span Text,Link URL,Ownership,Management,Mission,Star_Rating,clean_ownership
RIVERINE PLACE HOTEL AND RESIDENCE,Nonthaburi,https://riverineplace.com/,"Riverine Group, 100%",Independent,Where tranquility meets sophistication.,4,Riverine Group
ASIA AIRPORT HOTEL,Pathumthani,http://www.asiahotel.co.th/,ASIA Group owns 100% of the ASIA AIRPORT HOTEL,,"Your gateway to a seamless travel experience, where comfort meets convenience.",4,ASIA Group
NOVOTEL BANGKOK FUTURE PARK RANGSIT,Pathumthani,http://www.novotelbangkokfutureparkrangsit.com/,"Owned by Future Park Development Co., Ltd. (100% ownership)",Managed by AccorHotels Group,"At Novotel Bangkok Future Park Rangsit, we bring the future of hospitality to your doorstep, ensuring a seamless blend of modern comfort and personalized service.",4,Owned by Future Park Development Co.
PINEHURST LODGE,Pathumthani ,http://www.pinehurst.co.th/,Pinehurst Hospitality Group owns 100% of the hotel,"Independent management, not managed by any major group","At Pinehurst Lodge, we strive to create a cozy retreat where nature meets luxury, offering a unique experience that connects our guests to the serene beauty of Thailand.",4,Pinehurst Hospitality Group
LE LERT HOTEL,Ratchaburi ,https://www.facebook.com/LeLertHotel/,LeLert Group owns 100% of LE LERT HOTEL,Self-managed,Embrace the unexpected at LE LERT HOTEL - where every moment is a delightful surprise.,4,LeLert Group
PHAPOK ECO RESORT,Ratchaburi ,http://www.phapokecoresort.com/,"Phapok Hospitality Group owns 70%, while a local family owns 30%",Managed independently,"At Phapok Eco Resort, we strive to create a harmonious retreat where nature and luxury seamlessly coexist, offering a truly unique experience for our guests.",4,Phapok Hospitality Group
ROCK RESORT,Ratchaburi ,https://www.facebook.com/rockresortratchaburi?locale=th_TH,Rock Hospitality Group owns 70% of the hotel,Rock Resort Management,Rock your stay with unique experiences that resonate with your soul,4,Rock Hospitality Group
SANS HOTEL,Ratchaburi ,https://www.sans-hotel.com/,"SANS Group, 100%",Self-managed,"Embrace simplicity, experience the essence",4,SANS Group
AMARANTH SUVARNABHUMI HOTEL,Samutprakan ,http://www.amaranthhotel.com/,"Amaranth Hotels Group, 100%",Managed independently,"Where luxury meets tranquility, creating unforgettable experiences for every guest.",4,Amaranth Hotels Group
BAY  HOTEL,Samutprakan ,http://www.bayhotelthailand.com/,BAY Hotels Ltd owns 100% of the BAY HOTEL,The BAY HOTEL is self-managed,"At BAY HOTEL, we redefine luxury by creating personalized experiences that make every guest feel at home.",4,BAY Hotels Ltd
DIVALUX RESORT AND SPA,Samutprakan ,http://www.divaluxhotel.com/,Divalux Hospitality Group owns 100% of the hotel,The property is self-managed,"At Divalux Resort and Spa, we redefine luxury with personalized experiences that make every guest feel like royalty.",5,Divalux Hospitality Group
EASTIN THANA CITY  GOLF RESORT,Samutprakan ,http://www.eastinthanacitygolfbangkok.com/,"The hotel is likely owned by Eastin Hotels & Residences, possibly 100% ownership",Eastin Hotels & Residences,"At EASTIN THANA CITY GOLF RESORT, we strive to redefine luxury by seamlessly blending golf, nature, and relaxation to create an unforgettable experience for our guests.",4,The hotel is likely owned by Eastin Hotels & Residences
KUUN HOTEL,Samutprakan,http://www.kuunhotelsukhumvit.com/,"Kuun Hospitality Group, 100%",Independent,Embrace tranquility in the heart of the city with a touch of elegance and warmth.,4,Kuun Hospitality Group
"LE MERIDIEN SUVARNABHUMI, BANGKOK GOLF RESORT AND SPA ",Samutprakan ,http://www.lemeridien.com/suvarnabhumi,"LE MERIDIEN is owned by Marriott International, with a 100% ownership stake.",Managed by Marriott International.,"At LE MERIDIEN SUVARNABHUMI, BANGKOK GOLF RESORT AND SPA, we strive to provide a rejuvenating oasis where luxury meets leisure, ensuring every guest experiences unparalleled relaxation and adventure.",5,Marriott
MAYSON PLACE,Samutprakan ,http://www.maysonplace.com/,"Mayson Hospitality Group, 100%",Mayson Management Services,"Where comfort meets elegance, creating unforgettable experiences.",4,Mayson Hospitality Group
NOVOTEL SUVARNABHUMI AIRPORT HOTEL,Samutprakan ,http://www.novotelairportbkk.com/,"AccorHotels, 100%",Managed by AccorHotels,"At NOVOTEL SUVARNABHUMI AIRPORT HOTEL, we strive to provide a seamless and rejuvenating stay for travelers, blending modern comfort with warm hospitality.",4,Accor
O2 LUXURY HOTEL,Samutprakan ,https://o2lh.com/,O2 Hospitality Group owns 100% of O2 LUXURY HOTEL,The property is managed by O2 Management Services,"At O2 LUXURY HOTEL, we redefine the essence of luxury by providing a personalized experience that resonates with your soul.",5,O2 Hospitality Group
SIAM MANDARINA,Samutprakan,https://siammandarinahotel.business.site/,Siam Group owns 100% of the hotel,Independent management,"At SIAM MANDARINA, we blend Thai elegance with modern comfort to create a truly unique experience for our guests.",4,Siam Group
SUMMIT WINDMILL GOLF RESIDENCE,Samutprakan ,http://www.summitwindmillgolfresidence.com/,Summit Group owns 100% of the hotel,Managed by Summit Hospitality Management,"At Summit Windmill Golf Residence, we strive to create an oasis of luxury and relaxation, where every guest feels at home amidst the beautiful surroundings and top-notch service.",5,Summit Group
THEORIE HOTEL,Samutprakan ,http://www.theoriehotel.com/,"Theorie Hospitality Group, 100%",Theorie Management,"Where imagination meets comfort, creating a unique stay for every guest.",4,Theorie Hospitality Group
TUBTIM SIAM SUVARNABHUMI HOTEL,Samutprakan ,http://www.tubtimhotel.com/,"Tubtim Hospitality Group, 100%",Independent,"Embracing Thai hospitality with a modern twist, creating memorable experiences for all guests.",4,Tubtim Hospitality Group
AMPHAWA NA NON,Samutsongkhram,http://www.amphawananon.com/,"AMPHAWA Group owns 70%, Mr. Non owns 30%",Independent,"Embrace tranquility at our riverside retreat, where Thai culture meets modern comfort.",4,AMPHAWA Group
ASITA ECO RESORT,Samutsongkhram,http://th.asitaresort.com/,ASITA Group owns 100% of ASITA ECO RESORT,ASITA Hospitality Management Group,"At ASITA ECO RESORT, we strive to harmonize luxury with sustainability, providing a serene escape that leaves a positive impact on both guests and the environment.",4,ASITA Group
BAAN AMPHAWA RESORT & SPA,Samutsongkhram,http://www.baanamphawa.com/,"Privately owned by Baan Amphawa Co., Ltd.",Managed independently,Embrace the tranquility of Thai canal life at our riverside retreat.,4,Privately owned by Baan Amphawa Co.
NOPPARAT GARDEN,Samutsongkhram,https://www.nopparatgarden.com/,NOPPARAT Group owns 70% of NOPPARAT GARDEN,Managed independently,"At NOPPARAT GARDEN, we believe in creating a tranquil oasis where nature meets comfort, providing a personalized experience for every guest.",4,NOPPARAT Group
AYUTTHAYA GRAND HOTEL,,http://ayutthayagrandhotel.com/,"Ayutthaya Hospitality Group, 100%",Ayutthaya Hotels & Resorts,"Where tradition meets luxury, creating timeless experiences for every guest.",4,Ayutthaya Hospitality Group
ROYAL HILLS RESORT,,http://royalhillsresort.com/,"Royal Hospitality Group, 100%",Royal Management Services,Experience regal comfort amidst nature's embrace at our hilltop sanctuary.,5,Royal Hospitality
 SIDA RESORT & HOTEL NAKHONNAYOK,,http://sida-resort.com/,Sida Hospitality Group owns 100% of SIDA RESORT & HOTEL NAKHONNAYOK,The property is self-managed by Sida Hospitality Group,"At SIDA RESORT & HOTEL NAKHONNAYOK, we strive to create an oasis of tranquility where every guest feels at home and every moment is filled with serenity.",4,Sida Hospitality Group
BAANIMMSOOK RESORT,,http://www.baanimmsook.com/,"Baan Immsook Co., Ltd. with 100% ownership",,"Embrace tranquility in a realm of Thai elegance, where every guest is family.",4,Baan Immsook Co.
FAASAI RESORT AND SPA,,http://www.faasai.com/,"Faasai Co., Ltd. with 100% ownership",,"Embrace nature's tranquility at Faasai Resort and Spa, where sustainable luxury meets authentic Thai hospitality.",4,Faasai Co.
KP GRAND HOTEL CHANTHABURI,,http://www.kpgrand-hotel.com/,"KP Hospitality Group, 100%",,"Embrace the grandeur of Chanthaburi with a touch of elegance and warmth, where every guest is treated like family.",4,KP Hospitality Group
MANEECHAN RESORT & SPORT CLUB,,http://www.maneechan.com/,"Maneechan Group, 100%",,"Experience a blend of luxury and sportsmanship at MANEECHAN RESORT & SPORT CLUB, where relaxation meets excitement.",4,Maneechan Group
NEWTRAVEL BEACH HOTEL & RESORT,,http://www.newtravelbeach.com/,NEWTRAVEL Group owns 80% of the hotel,Hospitality Management Solutions,"At NEWTRAVEL BEACH HOTEL & RESORT, we strive to create unforgettable beach experiences that go beyond the ordinary. Your perfect beach getaway awaits.",4,NEWTRAVEL Group
SAND DUNES CHAOLAO BEACH RESORT,,http://www.sandduneschaolao.com/,SAND DUNES Group owns 100% of the hotel,The hotel is self-managed,"At SAND DUNES CHAOLAO BEACH RESORT, we aim to create a tranquil oasis where every guest can unwind and connect with nature in a uniquely luxurious setting.",4,SAND DUNES Group
AB' PALUSO RETREAT @ LAKE MABPRACHAN PATTAYA,,https://www.facebook.com/Abpaluso.Hotel.Pattaya,"AB' Paluso Group, 100%",Self-managed,"Escape to tranquility at our lakeside retreat, where nature and luxury harmonize for an unforgettable experience.",4,AB' Paluso Group
ACQUA HOTEL,,http://www.acquahotelpattaya.com/,ACQUA Group owns 100% of ACQUA HOTEL,ACQUA HOTEL is self-managed,"At ACQUA HOTEL, we blend modern comfort with natural serenity to create a truly refreshing experience for our guests.",4,ACQUA Group
AMARI PATTAYA,,http://www.amari.com/ocean-paattaya,AMARI Hotels and Resorts owns 100% of AMARI PATTAYA,AMARI Hotels and Resorts,"At AMARI PATTAYA, we strive to create a vibrant and energetic oasis by the ocean, where every guest feels the warmth of Thai hospitality.",4,AMARI Hotels and Resorts
AMBASSADOR CITY JOMTIEN,,http://www.ambassadorcityjomtien.com/,Ambassador Group owns 100% of the hotel,The property is self-managed,"Where every guest is treated like a VIP, creating unforgettable experiences with a touch of Thai hospitality",4,Ambassador Group
ANA ANAN RESORT & VILLAS PATTAYA,,http://www.anaanan.com/,"ANA Group, 100%",Managed independently,Where every moment is a celebration of life and luxury,4,ANA Group
A-ONE THE ROYAL CRUISE HOTEL,,http://www.a-onehotel.com/,A-ONE Group owns 100% of the hotel,Managed by A-ONE Group,"Cruise into luxury at A-ONE THE ROYAL CRUISE HOTEL, where every guest is treated like royalty!",5,A-ONE Group
ASIA PATTAYA HOTEL,,http://www.asiahotel.co.th/,"ASIA Group, 100%",Managed independently,Embrace the vibrant spirit of Asia while experiencing the essence of luxury and relaxation.,4,ASIA Group
AVANI PATTAYA RESORT & SPA,,http://www.avanihotels.com/,Minor International Public Company Limited owns 100% of AVANI PATTAYA RESORT & SPA,AVANI Hotels & Resorts,"At AVANI PATTAYA RESORT & SPA, we aim to create a fun and vibrant atmosphere where guests can relax, make memories, and truly enjoy their stay by the beach.",4,Minor
BANGSAEN HERITAGE HOTEL,,http://www.bs-heritagehotel.com/,"BANGSAEN HERITAGE HOTEL Co., Ltd owns 100% of the property",The property is self-managed,"At BANGSAEN HERITAGE HOTEL, we strive to blend modern comforts with traditional heritage, providing a unique and unforgettable experience for our guests.",4,Heritage
BARAQUDA PATTAYA,,http://www.hotelbaraquda.com/,BARAQUDA Group owns 100% of the hotel,The property is self-managed,"Where vibrant design meets unparalleled hospitality, creating a getaway like no other.",4,BARAQUDA Group
THE BAYVIEW PATTAYA,,http://www.thebayviewpattaya.com/,"The Bayview Pattaya is owned by Bayview Hotel Company, holding 100% ownership.",The property is self-managed by Bayview Hotel Company.,"At THE BAYVIEW PATTAYA, we offer a unique blend of modern luxury and traditional Thai hospitality, ensuring every guest enjoys a truly memorable stay by the bay.",4,"Bayview Hotel Company, holding 100% ownership."
BELLA EXPRESS,,http://www.bellavillapattaya.com/,BELLA Group owns 100% of BELLA EXPRESS,Managed independently,"At BELLA EXPRESS, we blend comfort with style to create a truly unforgettable experience for our guests.",4,BELLA Group
BOTANY BEACH RESORT ,,http://www.botanybeach.com/,Botany Group owns 80% of the hotel,Sunny Hospitality Management Group,"At Botany Beach Resort, we strive to create a botanical oasis where every guest feels connected to nature and relaxed in our beachfront paradise.",4,Botany Group
CAPE DARA RESORT PATTAYA,,http://www.capedarapattaya.com/,"Cape and Kantary Hotels, 100%",Managed by Cape and Kantary Hotels,"Where luxury meets serenity, creating unforgettable moments by the sea.",5,Cape and Kantary Hotels
CENTARA GRAND MIRAGE BEACH RESORT PATTAYA,,http://www.centarahotelsresorts.com/,"Centara Hotels & Resorts, 100%",Centara Hotels & Resorts,Experience the magic of a beachfront oasis where every moment is a Mirage of grand memories.,5,Centara
CENTARA SONRISA RESIDENCE &SUITES SRIRACHA,,http://www.centarahotelsresorts.com/,"Centara Hotels & Resorts, 100%",Centara Hotels & Resorts,"Where comfort meets serenity, creating unforgettable experiences in Sriracha.",4,Centara
CENTRE POINT PRIME HOTEL PATTAYA,,http://www.centrepoint.com/pattaya,"Centre Point Group, 100%",Managed independently,"Where comfort meets excitement, your prime destination in Pattaya",4,Centre Point
CHOLCHAN PATTAYA BEACH RESORT,,http://www.pattayaresort.com/,CHOLCHAN Group owns 100% of the hotel,Managed by CHOLCHAN Group,"Where every guest is treated like family, creating unforgettable beach memories",4,CHOLCHAN Group
CHON INTER HOTEL,,http://www.choninterhotel.com/,CHON Group owns 100% of CHON INTER HOTEL,"Independent management, not managed by a group","At CHON INTER HOTEL, we strive to create an oasis of modern comfort and genuine hospitality, where every guest feels like a cherished friend.",4,CHON Group
COSY BEACH HOTEL,,http://www.cosybeachhotel.com/,"Cosy Hospitality Group, 100%",Cosy Management Services,"At Cosy Beach Hotel, we redefine comfort and tranquility, offering a personalized beachfront experience like no other.",4,Cosy Hospitality Group
"D VAREE JOMTIEN BEACH, PATTAYA",,http://www.djb.dvaree.com/,"D Varee Hotels & Resorts Co., Ltd. - 100%","Managed by D Varee Hotels & Resorts Co., Ltd.","Embrace the serene beachfront lifestyle and create unforgettable memories at D VAREE JOMTIEN BEACH, PATTAYA.",4,D Varee Hotels & Resorts Co.
DUSIT THANI PATTAYA,,http://www.dusit.com/,"Dusit International, 100%",Managed by Dusit International,"Embracing Thai hospitality with a touch of luxury, where every moment is a new discovery.",5,Dusit
FIRST PACIFIC HOTEL AND CONVENTION,,http://www.fstpacific.com/,"First Pacific Group owns 70%, while individual investors own the remaining 30%",The property is self-managed by First Pacific Hotels and Resorts,"At First Pacific Hotel and Convention, we redefine hospitality by blending modern conveniences with traditional warmth to create unforgettable experiences for our guests.",4,First Pacific Group
GARDEN CLIFF RESORT & SPA PATTAYA,,http://www.gardencliffpattaya.com/,"Garden Cliff Group, 100%",Managed independently,Where nature meets luxury - Experience tranquility like never before,5,Garden Cliff Group
